area,path,title,description,product,words,updated
"website","website/tools/image-and-file-tools/m-gradient-palette/docs/reference.md","M-Gradient Palette reference","Every tab, control, preset, readout, export format and message in the M-Gradient Palette.","Website › Tools › Image and file tools › M-Gradient Palette","1330","2026-09-25"
"website","website/tools/image-and-file-tools/m-gradient-palette/docs/troubleshooting.md","Troubleshooting the M-Gradient Palette","Symptoms you may meet in the M-Gradient Palette, why they happen, and what to do.","Website › Tools › Image and file tools › M-Gradient Palette","570","2026-09-25"
"website","website/tools/image-and-file-tools/m-gradient-palette/docs/faq.md","M-Gradient Palette FAQ","Short answers to common questions about the M-Gradient Palette.","Website › Tools › Image and file tools › M-Gradient Palette","370","2026-09-25"
"website","website/tools/image-and-file-tools/m-gradient-palette/others/README.md","M-Gradient Palette background material","The contents of the M-Gradient Palette's others folder: glossary, limits, related pages, release notes and privacy.","Website › Tools › Image and file tools › M-Gradient Palette","127","2026-09-25"
"website","website/tools/image-and-file-tools/m-gradient-palette/others/glossary.md","M-Gradient Palette glossary","Definitions of the terms used in the M-Gradient Palette.","Website › Tools › Image and file tools › M-Gradient Palette","461","2026-09-25"
"website","website/tools/image-and-file-tools/m-gradient-palette/others/limits-and-accuracy.md","Limits and accuracy","What the M-Gradient Palette measures, how precisely, the choices it makes, and what it does not hold.","Website › Tools › Image and file tools › M-Gradient Palette","444","2026-09-25"
"website","website/tools/image-and-file-tools/m-gradient-palette/others/privacy.md","Privacy","What the M-Gradient Palette does with your colours and settings.","Website › Tools › Image and file tools › M-Gradient Palette","149","2026-09-25"
"website","website/tools/image-and-file-tools/m-gradient-palette/others/release-notes.md","Release notes","User-facing history of the M-Gradient Palette.","Website › Tools › Image and file tools › M-Gradient Palette","289","2026-09-25"
"website","website/tools/image-and-file-tools/m-gradient-palette/others/related.md","Related tools and reading","Other Auric Artisan tools and Learn articles that go with the M-Gradient Palette.","Website › Tools › Image and file tools › M-Gradient Palette","211","2026-09-25"
"website","website/tools/image-and-file-tools/svg-recolour/README.md","SVG Recolour","What SVG Recolour does, who it is for, where to find it and how to recolour a first SVG.","Website › Tools › Image and file tools › SVG Recolour","719","2026-09-25"
"website","website/tools/image-and-file-tools/svg-recolour/docs/README.md","SVG Recolour documentation","The list of guides, the reference, troubleshooting and FAQ for SVG Recolour.","Website › Tools › Image and file tools › SVG Recolour","173","2026-09-25"
"website","website/tools/image-and-file-tools/svg-recolour/docs/getting-started.md","Getting started with SVG Recolour","Open SVG Recolour, find your way around its six tabs, and recolour a first SVG.","Website › Tools › Image and file tools › SVG Recolour","488","2026-09-25"
"website","website/tools/image-and-file-tools/svg-recolour/docs/check-contrast-and-colour-vision.md","Check contrast and colour vision","Measure every colour in the SVG as a background for text with WCAG 2.2 and APCA, find the colours hardest to tell apart, and preview the artwork as seen with colour-vision deficiencies.","Website › Tools › Image and file tools › SVG Recolour","679","2026-09-25"
"website","website/tools/image-and-file-tools/svg-recolour/docs/export-the-result.md","Export the result","Save or copy the recoloured SVG, copy the new palette as CSS custom properties, and save a JSON report of every change.","Website › Tools › Image and file tools › SVG Recolour","545","2026-09-25"
"website","website/tools/image-and-file-tools/svg-recolour/docs/recolour-an-svg.md","Recolour an SVG","Load an SVG, understand what colours the tool finds and where, remap and swap colours, choose how they are written, and read the Mapping tab.","Website › Tools › Image and file tools › SVG Recolour","1232","2026-09-25"
"website","website/tools/image-and-file-tools/svg-recolour/docs/use-a-harmony.md","Recolour from a harmony","Recolour every colour in an SVG at once from a colour harmony built on the file's main colour, and put the colours back.","Website › Tools › Image and file tools › SVG Recolour","470","2026-09-25"
"website","website/tools/image-and-file-tools/svg-recolour/docs/reference.md","SVG Recolour reference","Every tab, control, paint property, colour form, readout, export format and message in SVG Recolour.","Website › Tools › Image and file tools › SVG Recolour","1470","2026-09-25"
"website","website/tools/image-and-file-tools/svg-recolour/docs/troubleshooting.md","Troubleshooting SVG Recolour","Symptoms you may meet in SVG Recolour, why they happen, and what to do.","Website › Tools › Image and file tools › SVG Recolour","706","2026-09-25"
"website","website/tools/image-and-file-tools/svg-recolour/docs/faq.md","SVG Recolour FAQ","Short answers to common questions about SVG Recolour.","Website › Tools › Image and file tools › SVG Recolour","345","2026-09-25"
"website","website/tools/image-and-file-tools/svg-recolour/others/README.md","SVG Recolour background material","The contents of SVG Recolour's others folder: glossary, limits, related pages, release notes and privacy.","Website › Tools › Image and file tools › SVG Recolour","133","2026-09-25"
"website","website/tools/image-and-file-tools/svg-recolour/others/glossary.md","SVG Recolour glossary","Definitions of the terms used in SVG Recolour.","Website › Tools › Image and file tools › SVG Recolour","379","2026-09-25"
"website","website/tools/image-and-file-tools/svg-recolour/others/limits-and-accuracy.md","Limits and accuracy","What SVG Recolour finds and writes, how precise its figures are, and what it does not hold.","Website › Tools › Image and file tools › SVG Recolour","455","2026-09-25"
"website","website/tools/image-and-file-tools/svg-recolour/others/privacy.md","Privacy","What SVG Recolour does with your SVG files, and how it handles active content.","Website › Tools › Image and file tools › SVG Recolour","263","2026-09-25"
"website","website/tools/image-and-file-tools/svg-recolour/others/release-notes.md","Release notes","User-facing history of SVG Recolour.","Website › Tools › Image and file tools › SVG Recolour","301","2026-09-25"
"website","website/tools/image-and-file-tools/svg-recolour/others/related.md","Related tools and reading","Other Auric Artisan tools and Learn articles that go with SVG Recolour.","Website › Tools › Image and file tools › SVG Recolour","179","2026-09-25"
"website","website/kits/README.md","Kits","What the Auric Artisan kits are, how to open them from the page utilities bar, and the controls every kit panel shares.","Website › Kits","1166","2026-09-25"
"website","website/kits/docs/README.md","Guides for all kits","Contents of the shared kit guides, which cover the launcher bar and the panel controls every kit uses.","Website › Kits","159","2026-09-25"
"website","website/kits/docs/getting-started.md","Getting started with kits","Open your first kit from the page utilities bar, learn the parts of a kit panel, and close it again.","Website › Kits","658","2026-09-25"
"website","website/kits/docs/panel-controls.md","Panel controls","Every title-bar control shared by the kit panels, what each one remembers, and where the kits differ.","Website › Kits","1577","2026-09-25"
"website","website/kits/docs/the-kit-dock.md","The page utilities bar","How the launcher bar in the bottom-left corner opens every kit, how it looks on a phone, and how it closes.","Website › Kits","810","2026-09-25"
"website","website/kits/docs/troubleshooting.md","Troubleshooting kits","Fixes for problems that affect every kit, such as a missing launcher, a kit that keeps reopening, or a panel stuck in the wrong place.","Website › Kits","935","2026-09-25"
"website","website/kits/docs/faq.md","Kits FAQ","Short answers to common questions about the floating kits on auricartisan.com.","Website › Kits","526","2026-09-25"
"website","website/kits/advanced-kit/README.md","Advanced Kit","Choose which of the site's tools you see, site-wide: Basic, Advanced, Everything, or a Custom set you tick yourself.","Website › Kits › Advanced Kit","521","2026-09-25"
"website","website/kits/advanced-kit/docs/README.md","Advanced Kit guides","Contents of the Advanced Kit guides: getting started, the four modes, custom tool sets and what each mode changes.","Website › Kits › Advanced Kit","135","2026-09-25"
"website","website/kits/advanced-kit/docs/getting-started.md","Getting started with the Advanced Kit","Open the Advanced Kit, learn the parts of its screen, and change the site's tool visibility mode.","Website › Kits › Advanced Kit","293","2026-09-25"
"website","website/kits/advanced-kit/docs/build-a-custom-tool-set.md","Build a custom tool set","Use Custom mode in the Advanced Kit to tick exactly the tools you want the site to list.","Website › Kits › Advanced Kit","511","2026-09-25"
"website","website/kits/advanced-kit/docs/choose-a-mode.md","Choose a mode","What the Basic, Advanced, Everything and Custom tool visibility modes mean, and how to switch between them.","Website › Kits › Advanced Kit","614","2026-09-25"
"website","website/kits/advanced-kit/docs/what-each-mode-changes.md","What each mode changes","Every part of auricartisan.com that follows the tool visibility mode, from the Menu Kit and collections to page wording and the Feature Kit calculator.","Website › Kits › Advanced Kit","751","2026-09-25"
"website","website/kits/advanced-kit/docs/reference.md","Advanced Kit reference","Every control, card, button and message in the Advanced Kit.","Website › Kits › Advanced Kit","684","2026-09-25"
"website","website/kits/advanced-kit/docs/troubleshooting.md","Advanced Kit troubleshooting","Fixes for Advanced Kit problems, such as a mode that changes by itself or a tool that will not reappear.","Website › Kits › Advanced Kit","391","2026-09-25"
"website","website/kits/advanced-kit/docs/faq.md","Advanced Kit FAQ","Short answers to common questions about the Advanced Kit and the tool visibility modes.","Website › Kits › Advanced Kit","255","2026-09-25"
"website","website/kits/advanced-kit/others/README.md","Advanced Kit reference material","Contents of the Advanced Kit reference pages: glossary, shortcuts, limits, related pages, release notes and privacy.","Website › Kits › Advanced Kit","108","2026-09-25"
"website","website/kits/advanced-kit/others/shortcuts.md","Advanced Kit shortcuts","Keyboard shortcuts for the Advanced Kit.","Website › Kits › Advanced Kit","108","2026-09-25"
"website","website/kits/advanced-kit/others/glossary.md","Advanced Kit glossary","Terms used in the Advanced Kit guides.","Website › Kits › Advanced Kit","226","2026-09-25"
"website","website/kits/advanced-kit/others/limits-and-accuracy.md","Advanced Kit limits","What the tool visibility modes affect, what they do not, and how tools are classified.","Website › Kits › Advanced Kit","255","2026-09-25"
"website","website/kits/advanced-kit/others/privacy.md","Advanced Kit privacy","What the Advanced Kit keeps in your browser and what it downloads.","Website › Kits › Advanced Kit","122","2026-09-25"
"website","website/kits/advanced-kit/others/release-notes.md","Advanced Kit release notes","What the public changelog records about the Advanced Kit and the tool visibility modes.","Website › Kits › Advanced Kit","165","2026-09-25"
"website","website/kits/advanced-kit/others/related.md","Related to the Advanced Kit","Kits, tools and pages related to the Advanced Kit.","Website › Kits › Advanced Kit","104","2026-09-25"
"website","website/kits/feature-kit/README.md","Feature Kit","A floating toolbox with a scientific calculator, graphing, a unit converter, notes, date and time tools, developer utilities and a feedback form.","Website › Kits › Feature Kit","718","2026-09-25"
"website","website/kits/feature-kit/docs/README.md","Feature Kit guides","Contents of the Feature Kit guides, one per tool, plus the full reference, troubleshooting and FAQ.","Website › Kits › Feature Kit","228","2026-09-25"
"website","website/kits/feature-kit/docs/getting-started.md","Getting started with the Feature Kit","Open the Feature Kit, tour its menu and title bar, and run your first calculation.","Website › Kits › Feature Kit","615","2026-09-25"
"website","website/kits/feature-kit/docs/calculator-functions.md","Calculator functions","The complete expression language of the Feature Kit calculator: operators, numbers, functions, constants, variables, your own functions, calculus, statistics and programmer features.","Website › Kits › Feature Kit","2197","2026-09-25"
"website","website/kits/feature-kit/docs/calculator.md","Use the calculator","Use the Feature Kit's Scientific Calculator: keypads, the expression bar, angle mode, memory, copying results and history.","Website › Kits › Feature Kit","1314","2026-09-25"
"website","website/kits/feature-kit/docs/date-and-time.md","Work with dates and times","Use the Feature Kit's Date & Time tool to read a date in many formats, count days between dates, add or subtract time, and watch world clocks.","Website › Kits › Feature Kit","774","2026-09-25"
"website","website/kits/feature-kit/docs/developer-tools.md","Use the developer tools","Use the eleven developer utilities in the Feature Kit: JSON, Base64, URL, Hash, UUID, JWT, Epoch, Regex, Cron, Text and HTML.","Website › Kits › Feature Kit","1622","2026-09-25"
"website","website/kits/feature-kit/docs/feedback.md","Send feedback","Send quick or detailed feedback about Auric Artisan from the Feature Kit, and what happens when sending fails.","Website › Kits › Feature Kit","898","2026-09-25"
"website","website/kits/feature-kit/docs/graphing.md","Plot a function","Plot a function in the Feature Kit calculator, then pan, zoom and reset the view.","Website › Kits › Feature Kit","478","2026-09-25"
"website","website/kits/feature-kit/docs/notes.md","Keep notes","Keep Markdown notes in the Feature Kit that save as you type, preview them, copy them and export them as .md files.","Website › Kits › Feature Kit","583","2026-09-25"
"website","website/kits/feature-kit/docs/unit-converter.md","Convert units","Convert values between 1,344 units in 70 categories with the Feature Kit's Unit Converter.","Website › Kits › Feature Kit","742","2026-09-25"
"website","website/kits/feature-kit/docs/reference.md","Feature Kit reference","Every control, tab, field, option and message in the Feature Kit, with what it does and its default.","Website › Kits › Feature Kit","1957","2026-09-25"
"website","website/kits/feature-kit/docs/troubleshooting.md","Feature Kit troubleshooting","Fixes for Feature Kit problems, and what every calculator error message means.","Website › Kits › Feature Kit","1281","2026-09-25"
"website","website/kits/feature-kit/docs/faq.md","Feature Kit FAQ","Short answers to common questions about the Feature Kit's calculator, converter, notes, date tools, developer tools and feedback.","Website › Kits › Feature Kit","496","2026-09-25"
"website","website/kits/feature-kit/others/README.md","Feature Kit reference material","Contents of the Feature Kit reference pages: glossary, shortcuts, limits, related pages, release notes and privacy.","Website › Kits › Feature Kit","115","2026-09-25"
"website","website/kits/feature-kit/others/shortcuts.md","Feature Kit shortcuts","Every keyboard shortcut the Feature Kit responds to, from opening the kit to typing on the calculator keypad.","Website › Kits › Feature Kit","468","2026-09-25"
"website","website/kits/feature-kit/others/glossary.md","Feature Kit glossary","Terms used in the Feature Kit guides, from ans and derivative to UUID and cron.","Website › Kits › Feature Kit","722","2026-09-25"
"website","website/kits/feature-kit/others/limits-and-accuracy.md","Limits and accuracy","How precise the Feature Kit's calculator, graph, converter and date tools are, the ranges they handle, and where they approximate.","Website › Kits › Feature Kit","837","2026-09-25"
"website","website/kits/feature-kit/others/privacy.md","Feature Kit privacy","What the Feature Kit keeps in your browser, what it sends, and how to remove it.","Website › Kits › Feature Kit","395","2026-09-25"
"website","website/kits/feature-kit/others/release-notes.md","Feature Kit release notes","What the public changelog records about the Feature Kit, and what the kit contains as of September 2026.","Website › Kits › Feature Kit","274","2026-09-25"
"website","website/kits/feature-kit/others/related.md","Related to the Feature Kit","Kits, tools and pages related to the Feature Kit.","Website › Kits › Feature Kit","143","2026-09-25"
"website","website/kits/library-kit/README.md","Library Kit","The Universal Library as a floating panel: browse, search, restore, organise, compare, share, export and sync everything you save from the site's tools.","Website › Kits › Library Kit","801","2026-09-25"
"website","website/kits/library-kit/docs/README.md","Library Kit guides","Contents of the Library Kit guides, from browsing and organising to comparing, sharing, syncing and reports.","Website › Kits › Library Kit","181","2026-09-25"
"website","website/kits/library-kit/docs/getting-started.md","Getting started with the Library Kit","Save your first item from a tool, open the Library Kit, and learn the parts of its screen.","Website › Kits › Library Kit","657","2026-09-25"
"website","website/kits/library-kit/docs/browse-and-find.md","Browse and find items","Find saved items in the Library Kit with tabs, search, sorting, grouping, grid or list view, density and filters.","Website › Kits › Library Kit","717","2026-09-25"
"website","website/kits/library-kit/docs/commands-and-right-click-menus.md","Commands and right-click menus","Run any Library Kit action from the > command palette or from the right-click menus for items and for the panel.","Website › Kits › Library Kit","866","2026-09-25"
"website","website/kits/library-kit/docs/compare-items.md","Compare two items","Compare two saved items in the Library Kit: palettes by colour difference and contrast, images side by side or as a heatmap, settings field by field, and audits by score.","Website › Kits › Library Kit","889","2026-09-25"
"website","website/kits/library-kit/docs/organise-your-library.md","Organise your library","Favourite, rename, describe, tag, duplicate, collect, archive and delete saved items, one at a time or in bulk.","Website › Kits › Library Kit","828","2026-09-25"
"website","website/kits/library-kit/docs/restore-and-reuse.md","Restore and reuse items","Reopen saved items in the tool that made them, open them in other tools, edit their details and download them in many formats.","Website › Kits › Library Kit","586","2026-09-25"
"website","website/kits/library-kit/docs/settings-sync-and-reports.md","Settings, sync and reports","Every option on the Library Kit's Settings tab: preferences, reporting, sync destinations, report generation and storage.","Website › Kits › Library Kit","1196","2026-09-25"
"website","website/kits/library-kit/docs/share-export-and-import.md","Share, export and import","Share a saved item as a link, download items as files, back up the whole library and import it again.","Website › Kits › Library Kit","638","2026-09-25"
"website","website/kits/library-kit/docs/reference.md","Library Kit reference","Every control, tab, option, dialog and message in the Library Kit.","Website › Kits › Library Kit","1127","2026-09-25"
"website","website/kits/library-kit/docs/troubleshooting.md","Library Kit troubleshooting","Fixes for Library Kit problems, from missing items and full storage to share links that are too large and sync failures.","Website › Kits › Library Kit","752","2026-09-25"
"website","website/kits/library-kit/docs/faq.md","Library Kit FAQ","Short answers to common questions about the Library Kit and your saved work.","Website › Kits › Library Kit","368","2026-09-25"
"website","website/kits/library-kit/others/README.md","Library Kit reference material","Contents of the Library Kit reference pages: glossary, shortcuts, limits, related pages, release notes and privacy.","Website › Kits › Library Kit","109","2026-09-25"
"website","website/kits/library-kit/others/shortcuts.md","Library Kit shortcuts","Every keyboard shortcut the Library Kit responds to.","Website › Kits › Library Kit","362","2026-09-25"
"website","website/kits/library-kit/others/glossary.md","Library Kit glossary","Terms used in the Library Kit guides.","Website › Kits › Library Kit","368","2026-09-25"
"website","website/kits/library-kit/others/limits-and-accuracy.md","Library Kit limits","Storage, plan, sharing, sync, report and comparison limits of the Library Kit.","Website › Kits › Library Kit","381","2026-09-25"
"website","website/kits/library-kit/others/privacy.md","Library Kit privacy","Where the Library Kit keeps your saved work, and the only ways it can leave your device.","Website › Kits › Library Kit","291","2026-09-25"
"website","website/kits/library-kit/others/release-notes.md","Library Kit release notes","What the public changelog records about the library, and what the Library Kit contains as of September 2026.","Website › Kits › Library Kit","222","2026-09-25"
"website","website/kits/library-kit/others/related.md","Related to the Library Kit","Tools, kits and pages related to the Library Kit.","Website › Kits › Library Kit","125","2026-09-25"
"website","website/kits/menu-kit/README.md","Menu Kit","A floating start menu for auricartisan.com with tabbed page groups, recommended and most-used tools, fuzzy search and quick actions.","Website › Kits › Menu Kit","543","2026-09-25"
"website","website/kits/menu-kit/docs/README.md","Menu Kit guides","Contents of the Menu Kit guides: getting started, browsing, searching, reference, troubleshooting and FAQ.","Website › Kits › Menu Kit","115","2026-09-25"
"website","website/kits/menu-kit/docs/getting-started.md","Getting started with the Menu Kit","Open the Menu Kit, learn the parts of its screen, and open your first page from it.","Website › Kits › Menu Kit","402","2026-09-25"
"website","website/kits/menu-kit/docs/find-a-page.md","Find a page by browsing","Browse the Menu Kit's tabs and sections, use Recommended and Most Used, and collapse sections you do not need.","Website › Kits › Menu Kit","648","2026-09-25"
"website","website/kits/menu-kit/docs/search-and-quick-actions.md","Search and quick actions","Search every page in the Menu Kit with forgiving matching, and run quick actions such as copying the page URL.","Website › Kits › Menu Kit","631","2026-09-25"
"website","website/kits/menu-kit/docs/reference.md","Menu Kit reference","Every control, tab, section, state and message in the Menu Kit.","Website › Kits › Menu Kit","1010","2026-09-25"
"website","website/kits/menu-kit/docs/troubleshooting.md","Menu Kit troubleshooting","Fixes for Menu Kit problems, such as a missing tab, a tool that does not appear, or a shortcut that does nothing.","Website › Kits › Menu Kit","442","2026-09-25"
"website","website/kits/menu-kit/docs/faq.md","Menu Kit FAQ","Short answers to common questions about the Menu Kit.","Website › Kits › Menu Kit","266","2026-09-25"
"website","website/kits/menu-kit/others/README.md","Menu Kit reference material","Contents of the Menu Kit reference pages: glossary, shortcuts, limits, related pages, release notes and privacy.","Website › Kits › Menu Kit","113","2026-09-25"
"website","website/kits/menu-kit/others/shortcuts.md","Menu Kit shortcuts","Every keyboard shortcut the Menu Kit responds to.","Website › Kits › Menu Kit","232","2026-09-25"
"website","website/kits/menu-kit/others/glossary.md","Menu Kit glossary","Terms used in the Menu Kit guides.","Website › Kits › Menu Kit","207","2026-09-25"
"website","website/kits/menu-kit/others/limits-and-accuracy.md","Menu Kit limits","What the Menu Kit includes, how its search matches and ranks, and what it does not do.","Website › Kits › Menu Kit","221","2026-09-25"
"website","website/kits/menu-kit/others/privacy.md","Menu Kit privacy","What the Menu Kit keeps in your browser and what it downloads.","Website › Kits › Menu Kit","161","2026-09-25"
"website","website/kits/menu-kit/others/release-notes.md","Menu Kit release notes","What the public changelog records about the Menu Kit, and what the kit contains as of September 2026.","Website › Kits › Menu Kit","200","2026-09-25"
"website","website/kits/menu-kit/others/related.md","Related to the Menu Kit","Kits, site features and pages related to the Menu Kit.","Website › Kits › Menu Kit","93","2026-09-25"
"website","website/kits/status-kit/README.md","Status Kit","See how finished the page you are on is, scan a whole section of the site for page statuses, and watch live device, network and performance readings.","Website › Kits › Status Kit","504","2026-09-25"
"website","website/kits/status-kit/docs/README.md","Status Kit guides","Contents of the Status Kit guides: page status, section scans, system status, reference, troubleshooting and FAQ.","Website › Kits › Status Kit","129","2026-09-25"
"website","website/kits/status-kit/docs/getting-started.md","Getting started with the Status Kit","Open the Status Kit and learn its three parts: the This page card, System status and the page scanner.","Website › Kits › Status Kit","352","2026-09-25"
"website","website/kits/status-kit/docs/check-page-status.md","Check a page's status","Read the status of the page you are on in the Status Kit, and what each status label means.","Website › Kits › Status Kit","452","2026-09-25"
"website","website/kits/status-kit/docs/scan-a-section.md","Scan a section of the site","List every page under a path with its status, then summarise, filter, search and repeat the scan.","Website › Kits › Status Kit","644","2026-09-25"
"website","website/kits/status-kit/docs/system-status.md","System status","Every live reading in the Status Kit's System status panel, what it means and when it shows a dash.","Website › Kits › Status Kit","706","2026-09-25"
"website","website/kits/status-kit/docs/reference.md","Status Kit reference","Every control, reading, filter and message in the Status Kit.","Website › Kits › Status Kit","772","2026-09-25"
"website","website/kits/status-kit/docs/troubleshooting.md","Status Kit troubleshooting","Fixes for Status Kit problems, such as empty readings, slow scans or a kit that closes on its own.","Website › Kits › Status Kit","409","2026-09-25"
"website","website/kits/status-kit/docs/faq.md","Status Kit FAQ","Short answers to common questions about the Status Kit.","Website › Kits › Status Kit","177","2026-09-25"
"website","website/kits/status-kit/others/README.md","Status Kit reference material","Contents of the Status Kit reference pages: glossary, shortcuts, limits, related pages, release notes and privacy.","Website › Kits › Status Kit","109","2026-09-25"
"website","website/kits/status-kit/others/shortcuts.md","Status Kit shortcuts","Keys the Status Kit responds to.","Website › Kits › Status Kit","167","2026-09-25"
"website","website/kits/status-kit/others/glossary.md","Status Kit glossary","Terms used in the Status Kit guides.","Website › Kits › Status Kit","271","2026-09-25"
"website","website/kits/status-kit/others/limits-and-accuracy.md","Status Kit limits","What the Status Kit's page statuses and system readings can and cannot tell you.","Website › Kits › Status Kit","303","2026-09-25"
"website","website/kits/status-kit/others/privacy.md","Status Kit privacy","What the Status Kit reads from your browser, what it keeps, and what it fetches.","Website › Kits › Status Kit","206","2026-09-25"
"website","website/kits/status-kit/others/release-notes.md","Status Kit release notes","What the public changelog records about the Status Kit, and what the kit contains as of September 2026.","Website › Kits › Status Kit","187","2026-09-25"
"website","website/kits/status-kit/others/related.md","Related to the Status Kit","Kits, tools and pages related to the Status Kit.","Website › Kits › Status Kit","107","2026-09-25"
"website","website/kits/update-kit/README.md","Update Kit","How auricartisan.com tells you a new release is out, and how the Update website command refreshes the site's files in your browser.","Website › Kits › Update Kit","466","2026-09-25"
"website","website/kits/update-kit/docs/README.md","Update Kit guides","Contents of the Update Kit guides: the update notice, the Update website command, reference, troubleshooting and FAQ.","Website › Kits › Update Kit","83","2026-09-25"
"website","website/kits/update-kit/docs/getting-started.md","Getting started with the Update Kit","Recognise the Update available notice and the Update website command, and update the site for the first time.","Website › Kits › Update Kit","328","2026-09-25"
"website","website/kits/update-kit/docs/update-the-website.md","Update the website","What happens, step by step, when you select Update now or run Update website, and what is and is not affected.","Website › Kits › Update Kit","402","2026-09-25"
"website","website/kits/update-kit/docs/reference.md","Update Kit reference","Every control, state and message of the Update Kit's notice and command.","Website › Kits › Update Kit","418","2026-09-25"
"website","website/kits/update-kit/docs/troubleshooting.md","Update Kit troubleshooting","Fixes for update problems, such as a notice that keeps returning, an update that fails, or a page that still looks old.","Website › Kits › Update Kit","363","2026-09-25"
"website","website/kits/update-kit/docs/faq.md","Update Kit FAQ","Short answers to common questions about updating auricartisan.com in your browser.","Website › Kits › Update Kit","204","2026-09-25"
"website","website/kits/update-kit/others/README.md","Update Kit reference material","Contents of the Update Kit reference pages: glossary, shortcuts, limits, related pages, release notes and privacy.","Website › Kits › Update Kit","101","2026-09-25"
"website","website/kits/update-kit/others/shortcuts.md","Update Kit shortcuts","The keyboard shortcut for updating the website.","Website › Kits › Update Kit","74","2026-09-25"
"website","website/kits/update-kit/others/glossary.md","Update Kit glossary","Terms used in the Update Kit pages.","Website › Kits › Update Kit","115","2026-09-25"
"website","website/kits/update-kit/others/limits-and-accuracy.md","Update Kit limits","What an update refreshes, what it leaves alone, and when the notice appears.","Website › Kits › Update Kit","210","2026-09-25"
"website","website/kits/update-kit/others/privacy.md","Update Kit privacy","What the Update Kit stores in your browser and what it fetches.","Website › Kits › Update Kit","114","2026-09-25"
"website","website/kits/update-kit/others/release-notes.md","Update Kit release notes","What the public changelog records about website updates, and how the Update Kit works as of September 2026.","Website › Kits › Update Kit","179","2026-09-25"
"website","website/kits/update-kit/others/related.md","Related to the Update Kit","Features and pages related to the Update Kit.","Website › Kits › Update Kit","76","2026-09-25"
"website","website/kits/others/README.md","Reference material for all kits","Contents of the shared reference pages for all kits: glossary, shortcuts, privacy and related pages.","Website › Kits","116","2026-09-25"
"website","website/kits/others/shortcuts.md","Kit keyboard shortcuts","Every keyboard shortcut for opening, closing and using the kits, in one table.","Website › Kits","640","2026-09-25"
"website","website/kits/others/glossary.md","Kits glossary","Terms used across the kit guides, from launcher and Focus mode to tool visibility mode.","Website › Kits","381","2026-09-25"
"website","website/kits/others/privacy.md","Kits and your privacy","What each kit keeps in your browser, what it sends over the network, and how to clear it.","Website › Kits","479","2026-09-25"
"website","website/kits/others/related.md","Related to the kits","Site features, tools and pages that work alongside the kits.","Website › Kits","186","2026-09-25"
"website","website/library/README.md","Library","An overview of the Auric Artisan library and a map of its documentation.","Website › Library","608","2026-09-25"
"website","website/library/blog/README.md","Blog","What the Auric Artisan blog contains, where to find it, and how to read and follow it.","Website › Library › Blog","283","2026-09-25"
"website","website/library/blog/docs/README.md","Blog: docs","Guides to the Auric Artisan blog and a summary of every post.","Website › Library › Blog","52","2026-09-25"
"website","website/library/blog/docs/getting-started.md","Getting started","Read the Auric Artisan blog page and its posts, print a post, and follow new posts by RSS.","Website › Library › Blog","289","2026-09-25"
"website","website/library/blog/docs/posts.md","All posts","A summary of every post on the Auric Artisan blog.","Website › Library › Blog","424","2026-09-25"
"website","website/library/blog/docs/faq.md","Blog FAQ","Short answers about the Auric Artisan blog.","Website › Library › Blog","93","2026-09-25"
"website","website/library/blog/others/README.md","Blog: other material","Supporting material for the blog.","Website › Library › Blog","42","2026-09-25"
"website","website/library/blog/others/related.md","Related","Pages related to the blog, and a note on privacy.","Website › Library › Blog","75","2026-09-25"
"website","website/library/changelog/README.md","Changelog","What the Auric Artisan changelog contains, how to search it, and where to find a summary of each release.","Website › Library › Changelog","343","2026-09-25"
"website","website/library/changelog/docs/README.md","Changelog: docs","Guides to the changelog page and a summary of every release.","Website › Library › Changelog","58","2026-09-25"
"website","website/library/changelog/docs/getting-started.md","Getting started","Use the changelog page to find a release, search every change, filter by type and by what was touched, and link to a release.","Website › Library › Changelog","465","2026-09-25"
"website","website/library/changelog/docs/releases.md","Release summaries","A user-facing summary of every release in the Auric Artisan changelog, newest first.","Website › Library › Changelog","870","2026-09-25"
"website","website/library/changelog/docs/faq.md","Changelog FAQ","Short answers about the Auric Artisan changelog.","Website › Library › Changelog","156","2026-09-25"
"website","website/library/changelog/others/README.md","Changelog: other material","Supporting material for the changelog.","Website › Library › Changelog","36","2026-09-25"
"website","website/library/changelog/others/related.md","Related","Pages related to the changelog, and a note on privacy.","Website › Library › Changelog","85","2026-09-25"
"website","website/library/collections/README.md","Collections","What the Collections page is, who it is for, and how to find, pin and open any Auric Artisan tool from it.","Website › Library › Collections","696","2026-09-25"
"website","website/library/collections/docs/README.md","Collections docs","The task guides and reference pages for the Collections tool catalogue.","Website › Library › Collections","193","2026-09-25"
"website","website/library/collections/docs/getting-started.md","Getting started with Collections","Tour the Collections page and find your first tool.","Website › Library › Collections","723","2026-09-25"
"website","website/library/collections/docs/browse-search-and-filter.md","Browse, search and filter","Narrow the tool catalogue with search, category and topic filters, sort orders and layout options.","Website › Library › Collections","941","2026-09-25"
"website","website/library/collections/docs/card-menu.md","Use the card menu","Right-click any tool card to pin, open or copy it, and to change the grid's view, density, columns and sort order.","Website › Library › Collections","696","2026-09-25"
"website","website/library/collections/docs/pin-and-recommendations.md","Pin tools and use recommendations","Pin the tools you rely on, see your most used tools first, understand the Recommended order, and reset all of it.","Website › Library › Collections","790","2026-09-25"
